schoolID,regionID,studentID,transferDate
198,4,69545,2019-03-25
61,4,61245,2020-09-20
114,4,28410,2022-12-24
217,1,8050,2023-03-12
69,2,12344,2022-05-28
104,2,53869,2021-03-08
259,2,10334,2020-04-11
269,3,27923,2020-12-30
221,2,63014,2019-04-17
321,1,21488,2022-05-12
287,3,37548,2021-06-04
273,1,4607,2019-04-28
277,2,103758,2018-10-01
319,4,100465,2018-10-05
163,1,75773,2021-04-21
106,1,62165,2023-02-08
141,1,56301,2021-12-28
191,3,72613,2019-10-30
136,2,15310,2022-03-29
319,4,13494,2021-10-02
226,3,57702,2021-04-09
261,4,21,2020-12-10
50,1,47775,2022-03-04
222,1,20426,2023-01-25
167,4,102105,2021-07-07
32,4,7054,2021-10-23
142,4,76263,2019-10-03
108,1,91689,2020-08-14
264,1,31083,2019-12-09
297,3,88325,2019-01-30
112,1,4342,2021-04-28
291,1,25380,2018-11-24
31,2,34756,2019-01-26
63,1,97163,2022-02-14
42,4,81471,2021-06-01
211,3,87194,2023-05-17
139,1,49798,2023-05-19
122,4,54433,2019-05-09
71,4,67328,2022-07-05
189,4,5327,2021-10-28
73,4,63755,2021-02-26
181,1,89846,2019-04-08
130,4,24413,2020-07-14
195,2,90219,2020-08-30
301,4,102813,2022-06-25
298,2,88011,2021-06-28
195,2,71551,2020-11-28
8,3,510,2021-09-27
119,3,88284,2022-04-08
81,4,39605,2020-01-08
251,4,47630,2022-07-02
303,2,37670,2020-06-11
190,2,89992,2019-09-02
152,1,103646,2021-06-02
162,4,94683,2019-09-07
13,3,20240,2021-01-16
159,1,57930,2019-12-10
211,3,103430,2020-07-15
41,2,48474,2022-09-16
224,3,28234,2022-04-18
278,4,40266,2021-09-03
128,3,54494,2020-02-07
184,3,83119,2019-02-25
270,2,25633,2020-04-23
142,4,85046,2022-07-07
315,2,36891,2022-03-21
150,1,71306,2019-04-26
314,1,41244,2019-06-07
77,1,89504,2020-05-09
258,4,58316,2021-03-31
188,2,77818,2022-03-17
306,2,97197,2021-03-19
30,3,65146,2018-08-16
13,3,98148,2022-07-21
179,3,26195,2021-06-28
133,2,96444,2019-12-18
64,1,66449,2019-11-26
211,3,51402,2022-12-02
44,2,7769,2020-11-22
185,1,1638,2023-03-15
224,3,96502,2020-06-21
189,4,308,2019-11-05
135,1,102404,2020-08-17
191,3,43406,2020-10-22
114,4,82891,2022-03-20
144,2,103692,2022-04-07
41,2,5867,2023-01-07
251,4,88672,2019-07-15
185,1,28508,2020-06-20
94,2,70148,2023-02-03
300,1,26083,2023-02-14
20,2,37874,2019-06-29
129,3,65556,2018-09-24
208,2,87660,2021-06-02
151,3,92369,2022-08-21
12,3,75384,2019-09-20
282,1,94143,2019-01-09
157,1,1350,2021-12-19
188,2,94042,2022-09-06
8,3,44798,2022-06-03
151,3,103819,2022-11-16
196,3,89464,2021-05-02
284,4,55569,2020-10-12
174,3,2873,2022-06-13
202,3,33180,2020-12-13
270,2,31279,2020-09-16
218,3,93206,2021-03-12
325,2,12338,2022-10-20
67,3,6544,2019-01-27
227,4,19266,2021-03-22
90,3,70342,2018-11-24
106,1,51756,2021-11-21
105,1,16926,2019-01-10
155,4,24040,2021-08-03
68,3,8113,2023-01-04
264,1,33680,2022-06-08
185,1,42500,2019-07-22
180,1,6076,2021-05-19
130,4,44912,2021-07-27
122,4,33967,2019-05-31
230,3,32062,2021-08-12
301,4,15393,2022-04-22
209,1,92991,2021-10-12
174,3,18230,2020-02-02
248,3,75565,2022-03-26
12,3,70766,2018-05-23
292,4,24604,2018-07-12
69,2,6713,2022-08-26
162,4,90186,2018-09-14
326,1,104355,2021-08-27
228,1,57755,2018-07-16
22,1,52163,2022-07-23
112,1,39269,2018-05-21
184,3,101069,2019-11-13
292,4,16251,2023-05-19
307,1,11022,2021-08-05
297,3,27433,2022-07-14
171,3,32513,2021-07-02
274,2,2642,2018-11-17
181,1,44649,2022-06-15
268,2,84292,2023-04-20
144,2,12044,2020-07-20
172,2,33331,2019-01-08
79,4,70416,2018-07-07
231,1,10510,2018-10-03
143,1,95856,2023-04-29
42,4,103212,2021-08-23
178,1,5215,2019-09-21
82,1,94347,2020-08-13
125,2,104101,2023-04-26
299,2,39743,2018-12-05
80,1,62150,2019-06-23
278,4,52451,2018-07-22
287,3,72980,2021-03-03
218,3,39177,2018-06-01
50,1,32566,2019-03-10
180,1,59277,2022-09-17
8,3,45611,2020-04-08
200,2,81899,2019-09-16
165,2,72974,2022-09-20
223,2,64395,2019-01-21
188,2,41898,2020-02-10
26,3,23969,2022-07-22
173,2,89808,2021-06-11
147,2,90091,2021-10-10
207,1,84013,2018-09-05
196,3,101421,2018-10-09
180,1,101489,2019-02-24
84,4,84600,2022-09-24
119,3,67741,2019-06-08
279,1,65853,2019-05-03
162,4,27456,2021-12-28
165,2,103707,2022-09-26
288,3,78833,2021-01-27
134,3,37723,2020-09-07
144,2,853,2020-04-10
257,2,63008,2021-05-03
139,1,105348,2018-07-17
314,1,63443,2022-11-13
130,4,11344,2022-02-18
150,1,3995,2019-05-02
130,4,91853,2020-09-13
28,2,100651,2019-05-12
167,4,57360,2023-03-21
152,1,29672,2021-11-14
140,3,13646,2021-07-12
76,4,52169,2021-05-23
281,2,103961,2019-05-13
8,3,82203,2023-01-31
256,3,8503,2022-06-07
222,1,90255,2022-09-24
250,2,89343,2019-07-14
41,2,83340,2021-12-13
170,4,18207,2019-06-02
53,3,17890,2021-11-14
21,3,12014,2022-09-09
192,4,42988,2019-12-08
164,2,35890,2020-06-01
321,1,11456,2022-11-08
69,2,102804,2022-11-21
65,2,5921,2020-01-21
245,3,93912,2022-02-22
218,3,36437,2019-09-03
291,1,41728,2019-03-24
207,1,252,2020-07-07
268,2,45314,2018-09-28
163,1,11099,2023-05-12
7,3,37807,2022-03-11
112,1,5411,2018-11-19
63,1,13022,2020-09-20
5,1,98763,2018-07-06
178,1,5049,2018-06-28
61,4,48336,2023-04-30
260,4,100446,2021-04-27
198,4,1529,2019-02-05
278,4,75237,2022-09-12
175,1,28130,2020-05-15
239,1,100801,2019-02-08
250,2,82880,2021-07-07
73,4,86738,2021-10-21
294,1,9597,2019-12-16
241,4,40699,2019-10-31
146,2,61970,2023-03-04
50,1,995,2020-07-10
235,1,98058,2019-05-25
267,4,45995,2020-12-15
279,1,105983,2020-12-03
260,4,28198,2021-03-20
227,4,71009,2018-12-21
121,3,3363,2021-02-07
227,4,26102,2022-03-11
311,2,15380,2021-05-12
289,1,42070,2019-01-14
271,1,28874,2020-09-19
42,4,9389,2021-06-10
92,3,81989,2020-03-12
142,4,98695,2019-02-06
185,1,44948,2022-05-08
85,2,29330,2022-03-09
202,3,33246,2020-03-10
76,4,67268,2020-05-19
218,3,96411,2019-05-21
114,4,73617,2022-11-12
119,3,76390,2021-11-24
281,2,25254,2021-05-30
260,4,37802,2022-03-25
59,1,18341,2022-05-22
283,1,57432,2019-08-03
140,3,100543,2020-08-24
258,4,37195,2023-03-07
70,1,12782,2020-02-13
288,3,97113,2020-06-27
48,1,65631,2023-04-09
266,1,1499,2018-09-28
193,2,7408,2021-08-16
113,2,63334,2020-02-08
21,3,92952,2019-04-18
151,3,18366,2022-11-11
101,3,1435,2019-06-30
298,2,100114,2019-03-11
155,4,106011,2022-12-14
105,1,9993,2022-02-28
121,3,16179,2023-02-15
269,3,76589,2021-05-17
198,4,60504,2021-09-29
30,3,28154,2018-12-30
71,4,102175,2022-01-19
202,3,80869,2021-02-28
263,3,818,2020-01-07
74,2,58419,2020-12-27
13,3,92153,2023-03-09
129,3,48562,2023-01-30
151,3,3469,2022-11-28
228,1,51347,2019-09-25
42,4,25515,2018-05-28
138,3,24249,2020-08-13
204,2,31468,2021-10-01
141,1,31185,2021-03-28
305,2,93171,2019-09-18
121,3,13629,2021-07-18
85,2,44578,2019-10-15
91,2,33081,2022-01-18
177,1,23799,2021-01-03
179,3,75113,2022-04-04
161,1,5146,2023-03-19
147,2,15700,2023-02-25
112,1,90083,2021-10-13
198,4,82296,2019-02-15
18,4,56310,2020-08-14
56,2,75808,2021-07-24
10,1,65642,2022-11-12
114,4,63838,2022-04-05
72,2,47687,2020-08-22
42,4,84753,2019-03-25
76,4,93188,2018-11-29
215,4,9234,2020-04-01
296,4,76850,2022-04-20
179,3,101520,2020-10-17
44,2,7238,2020-10-14
105,1,76185,2019-01-16
136,2,102919,2022-08-23
150,1,25703,2021-11-19
170,4,40928,2020-10-06
10,1,56993,2020-03-26
235,1,42693,2018-08-04
203,1,93372,2021-07-21
194,1,11922,2022-07-22
143,1,15772,2020-02-28
88,3,39424,2019-05-31
90,3,30357,2022-08-01
227,4,67814,2021-05-19
221,2,74246,2021-11-10
241,4,22940,2019-08-20
215,4,82748,2019-07-06
24,4,67812,2019-02-16
260,4,97075,2022-12-02
97,4,25383,2022-01-12
251,4,19473,2019-04-29
204,2,30751,2022-12-20
193,2,5319,2020-10-01
192,4,83113,2021-07-07
102,3,13526,2019-07-28
252,1,25946,2022-05-05
66,4,54071,2020-07-27
251,4,91532,2021-12-19
116,4,70803,2019-02-19
281,2,31200,2019-04-12
75,4,7738,2019-11-08
83,4,51837,2021-10-01
188,2,100626,2019-02-01
155,4,11341,2021-12-27
69,2,54884,2018-09-24
147,2,30277,2022-05-30
324,2,91216,2019-08-23
200,2,32104,2019-06-04
9,2,74212,2022-04-25
248,3,56052,2022-11-24
72,2,69758,2023-04-28
91,2,54622,2022-03-23
193,2,29765,2021-12-19
269,3,18033,2021-01-06
175,1,94865,2021-05-22
319,4,74401,2022-07-30
284,4,24827,2023-02-03
57,4,56810,2018-08-13
296,4,97939,2019-07-02
75,4,74449,2023-02-21
189,4,90022,2020-07-02
183,4,85760,2020-10-13
282,1,60054,2021-04-11
292,4,90082,2021-08-31
18,4,49928,2022-02-09
59,1,63242,2023-02-18
226,3,59589,2019-09-09
149,1,11161,2022-06-07
27,1,77808,2022-10-15
91,2,57240,2022-07-07
257,2,83963,2021-08-31
222,1,95145,2021-12-02
325,2,29773,2019-11-21
34,2,66126,2018-09-11
99,1,51512,2019-03-27
82,1,24344,2018-05-24
237,1,102262,2020-05-14
318,3,55963,2020-03-16
108,1,869,2022-07-17
158,1,59211,2021-12-20
268,2,32773,2020-11-01
102,3,21,2018-11-01
266,1,26033,2023-01-25
253,2,45406,2020-05-28
154,2,88276,2020-01-12
19,4,19635,2021-03-31
186,4,17206,2022-01-30
326,1,64578,2021-12-12
326,1,100664,2023-01-09
186,4,7433,2020-08-15
168,2,103173,2021-04-02
300,1,67091,2021-12-28
29,3,84570,2021-03-09
263,3,41083,2021-10-16
272,2,48796,2021-09-21
35,2,87232,2018-07-14
196,3,43989,2022-03-27
126,1,89188,2022-01-25
81,4,24736,2022-12-18
13,3,17413,2019-06-20
292,4,71521,2021-05-22
291,1,50788,2019-08-19
283,1,62020,2022-02-09
301,4,38152,2021-10-21
167,4,57611,2020-06-11
193,2,23489,2019-01-25
115,1,20101,2019-09-16
102,3,24327,2018-08-29
127,2,79172,2021-01-19
129,3,93016,2021-01-31
46,2,57479,2021-11-20
275,4,98462,2019-03-17
154,2,74428,2021-11-17
292,4,19188,2020-09-17
325,2,63800,2022-07-11
259,2,37007,2019-07-05
84,4,84777,2020-08-06
81,4,37815,2023-03-22
26,3,78965,2018-12-16
108,1,85882,2019-01-01
69,2,103220,2019-05-22
162,4,63837,2021-04-15
183,4,53695,2018-07-08
221,2,78000,2020-05-02
142,4,13815,2020-11-09
175,1,89025,2022-02-21
114,4,37090,2018-12-07
90,3,24466,2018-11-05
46,2,101452,2019-09-18
252,1,57151,2019-06-17
55,4,85555,2019-11-19
144,2,69730,2022-12-18
48,1,62688,2021-05-02
310,3,53015,2022-12-11
8,3,14059,2022-08-26
191,3,30628,2021-10-24
185,1,55469,2021-01-08
31,2,20149,2022-08-29
116,4,51782,2018-06-24
130,4,20431,2022-06-26
32,4,85727,2021-10-01
72,2,58728,2019-05-11
73,4,82633,2023-02-28
319,4,75643,2021-02-04
126,1,104641,2022-08-19
251,4,71611,2020-06-15
252,1,43838,2021-11-16
227,4,46354,2021-01-25
63,1,43637,2019-06-22
44,2,52366,2019-10-25
185,1,50914,2021-03-05
263,3,70535,2022-06-08
267,4,85440,2021-08-13
68,3,67459,2021-05-08
84,4,62104,2020-01-24
204,2,32003,2022-11-15
191,3,86818,2021-09-13
43,1,81887,2018-11-20
197,2,64196,2021-02-25
102,3,24040,2023-03-26
55,4,102431,2020-09-12
310,3,52906,2019-12-11
317,1,26621,2018-08-17
199,1,39385,2018-09-03
144,2,1453,2020-04-18
174,3,23124,2020-06-21
131,2,56274,2022-08-15
36,1,93231,2022-10-01
181,1,70830,2020-12-01
63,1,33644,2021-04-15
282,1,87636,2020-04-05
98,3,97229,2021-08-19
232,1,76421,2019-02-03
2,2,66913,2020-04-18
112,1,94686,2019-07-12
187,2,85247,2018-10-30
148,3,68477,2021-12-24
63,1,29937,2021-01-13
22,1,101745,2019-08-22
11,2,60167,2022-10-22
128,3,33149,2020-03-14
7,3,57784,2021-11-06
122,4,36977,2021-10-10
6,2,72200,2022-12-02
133,2,65767,2022-01-10
82,1,64452,2022-11-20
210,3,105023,2019-03-13
7,3,8016,2021-02-13
193,2,44591,2021-08-10
56,2,76820,2020-02-18
53,3,21293,2023-05-18
11,2,61225,2021-02-27
70,1,91926,2022-11-08
259,2,40300,2020-03-28
310,3,92345,2021-03-05
64,1,14047,2021-11-07
105,1,94540,2021-01-01
88,3,53958,2019-11-26
196,3,67411,2020-07-14
215,4,21834,2020-12-30
241,4,100724,2021-11-27
107,1,76329,2022-03-12
118,4,37227,2018-10-11
199,1,20641,2022-10-02
290,1,16891,2021-05-26
30,3,96806,2021-06-13
155,4,51086,2021-09-20
283,1,5111,2020-05-30
96,2,74669,2020-12-15
71,4,51512,2019-03-30
140,3,32751,2022-07-10
55,4,32348,2022-03-19
29,3,3756,2022-09-20
315,2,90834,2022-10-26
155,4,77419,2023-05-07
215,4,25674,2020-07-07
198,4,35839,2019-09-05
139,1,78970,2020-11-05
132,2,95742,2021-08-06
213,2,84021,2019-05-16
63,1,23518,2020-06-26
202,3,29538,2023-01-02
98,3,43958,2020-12-27
169,2,56920,2020-06-28
292,4,50510,2020-02-08
276,1,67337,2022-06-02
162,4,75336,2023-04-07
308,2,87480,2021-02-06
275,4,13061,2021-05-25
121,3,87586,2021-12-30
102,3,45154,2022-01-04
257,2,6426,2022-10-25
155,4,92345,2022-11-17
8,3,42688,2022-08-18
21,3,65481,2021-12-07
296,4,43403,2022-12-07
212,1,91126,2023-04-11
185,1,104979,2020-06-21
129,3,73410,2019-06-12
320,3,8174,2019-10-13
148,3,26569,2023-02-09
34,2,841,2022-05-13
315,2,3353,2019-11-12
66,4,90573,2020-03-09
47,3,26502,2022-01-13
125,2,4161,2022-02-09
83,4,47914,2019-10-23
168,2,40008,2019-11-07
265,2,18997,2019-07-23
287,3,8232,2021-01-08
276,1,91019,2022-10-16
269,3,26648,2023-02-18
177,1,34331,2020-05-29
186,4,92264,2019-12-06
63,1,55700,2021-05-05
35,2,31489,2022-07-13
179,3,65208,2020-09-28
183,4,53162,2020-10-29
229,2,58235,2022-07-13
146,2,62926,2020-01-22
24,4,55669,2022-01-16
208,2,45534,2021-09-15
21,3,71957,2022-06-03
70,1,6025,2022-12-31
179,3,85671,2021-02-19
178,1,49766,2020-09-22
251,4,6726,2020-08-23
306,2,43100,2021-08-09
161,1,28580,2020-09-17
251,4,28870,2021-08-21
180,1,79652,2021-10-15
215,4,65595,2018-09-25
90,3,703,2018-07-15
272,2,13903,2023-05-03
266,1,17895,2021-09-22
279,1,60779,2020-08-19
21,3,556,2020-06-28
279,1,64119,2018-09-28
59,1,59149,2019-12-25
90,3,51309,2019-11-27
227,4,103351,2023-04-16
183,4,103949,2019-04-26
86,1,45326,2022-01-08
90,3,86400,2023-01-09
8,3,99742,2023-01-13
81,4,49031,2022-08-15
37,2,83516,2022-10-10
140,3,89901,2018-07-14
148,3,71039,2023-02-21
319,4,40286,2022-05-18
170,4,51259,2022-12-11
142,4,62586,2021-04-12
107,1,102884,2020-03-20
304,4,9778,2021-01-02
111,1,79003,2018-11-13
147,2,3954,2021-08-15
46,2,55411,2020-06-08
52,2,94507,2018-09-19
282,1,83959,2018-10-21
238,1,72742,2019-12-01
60,1,17542,2018-06-23
165,2,4189,2020-11-17
121,3,28810,2023-01-04
228,1,14909,2019-06-15
82,1,33854,2019-01-29
201,2,105024,2020-12-03
118,4,69185,2019-01-26
212,1,46538,2023-04-30
98,3,103618,2018-10-16
193,2,46553,2020-11-02
248,3,75212,2018-07-13
141,1,71933,2021-02-28
26,3,59128,2018-12-31
153,1,4450,2021-11-02
172,2,20120,2022-03-28
170,4,8842,2022-12-17
217,1,34147,2021-04-30
42,4,90912,2019-04-21
38,4,59672,2018-09-11
250,2,76202,2022-01-01
278,4,77802,2023-04-16
24,4,12802,2020-06-03
250,2,11508,2021-05-03
193,2,67162,2020-12-02
301,4,68084,2020-04-17
286,4,11468,2018-11-23
157,1,47457,2021-05-30
205,2,56806,2019-05-19
219,3,100385,2020-10-21
319,4,103252,2020-06-09
138,3,14558,2022-01-10
110,2,104292,2021-06-23
272,2,36960,2020-07-29
173,2,37148,2020-05-30
88,3,92656,2020-04-26
230,3,75724,2022-03-04
33,2,615,2021-07-01
33,2,78926,2019-05-14
117,4,81726,2022-08-10
49,2,68653,2019-11-18
114,4,103659,2022-06-14
296,4,105731,2022-04-29
289,1,77330,2019-01-15
198,4,99447,2022-07-05
313,1,74092,2019-08-05
106,1,14783,2021-09-12
15,3,22767,2018-10-21
170,4,87968,2023-04-11
139,1,55163,2021-07-11
251,4,64781,2020-03-21
135,1,50598,2018-06-27
179,3,49079,2022-04-27
83,4,8840,2020-12-25
139,1,94686,2020-01-25
310,3,52200,2019-10-02
278,4,101218,2021-04-01
241,4,72319,2022-01-19
261,4,96631,2019-05-16
72,2,88970,2023-01-05
308,2,3943,2019-06-05
163,1,1539,2022-05-28
289,1,45752,2021-04-02
230,3,65524,2021-07-27
88,3,29295,2020-05-28
160,1,92642,2018-07-30
326,1,64606,2019-06-14
14,3,42559,2019-11-01
18,4,5979,2022-10-03
32,4,87059,2019-01-30
191,3,80059,2020-04-13
63,1,25076,2019-04-09
220,1,64424,2023-03-14
241,4,99512,2021-09-14
34,2,49182,2020-05-31
155,4,45294,2019-07-30
127,2,10148,2018-12-30
257,2,9739,2019-01-11
146,2,47101,2020-03-11
31,2,92467,2020-12-29
304,4,59251,2021-03-31
194,1,15130,2018-11-12
247,4,984,2022-09-10
207,1,48165,2021-10-03
280,3,94605,2019-03-15
299,2,99331,2019-11-30
227,4,103572,2023-03-29
95,3,96441,2019-03-14
3,2,44581,2019-02-05
147,2,56599,2018-09-08
231,1,4997,2019-05-24
192,4,85578,2021-09-30
37,2,102497,2022-09-11
169,2,59518,2018-06-24
164,2,49407,2022-08-12
249,1,89540,2021-05-21
247,4,3088,2021-08-07
96,2,104686,2018-08-17
34,2,73274,2022-11-27
316,2,73801,2020-06-21
277,2,54823,2021-07-09
189,4,46443,2023-01-28
238,1,89944,2023-05-07
55,4,2641,2020-07-14
42,4,25569,2020-10-10
164,2,89109,2023-01-12
90,3,66472,2020-12-23
29,3,98160,2019-03-02
140,3,30848,2021-05-10
269,3,15897,2021-12-17
180,1,30147,2020-12-23
155,4,80904,2018-11-10
165,2,43816,2021-02-12
158,1,94688,2023-02-01
245,3,97424,2022-05-11
12,3,93157,2018-11-12
87,2,94348,2023-03-15
310,3,69286,2020-09-22
55,4,98594,2019-11-24
183,4,76570,2018-11-13
18,4,10137,2018-11-01
295,2,36293,2022-08-20
130,4,11702,2020-02-04
142,4,56760,2020-11-26
68,3,100108,2019-01-26
45,1,4210,2021-05-19
57,4,28701,2021-03-22
215,4,84535,2020-10-26
41,2,89298,2019-09-23
215,4,18791,2023-02-17
30,3,60882,2021-06-05
192,4,31897,2022-02-28
275,4,11695,2022-02-18
301,4,1925,2019-08-17
314,1,66331,2021-06-06
305,2,84090,2022-10-19
210,3,41136,2020-01-19
29,3,26650,2019-12-25
125,2,67005,2020-06-28
214,2,43440,2022-03-18
44,2,36056,2021-05-23
313,1,95765,2022-05-31
69,2,27273,2022-08-24
69,2,98237,2019-11-03
143,1,21656,2022-02-22
260,4,12294,2023-01-19
244,1,53488,2022-07-16
133,2,33340,2019-03-13
109,1,49117,2020-02-01
90,3,79043,2022-12-09
154,2,89982,2019-03-26
180,1,68000,2019-10-01
292,4,48893,2019-01-09
84,4,84789,2019-09-14
275,4,33075,2020-04-24
313,1,93139,2020-06-07
68,3,9988,2023-02-03
163,1,41650,2019-10-21
8,3,52312,2019-07-02
285,2,34167,2020-07-06
210,3,44557,2022-07-03
33,2,95273,2022-02-28
215,4,12958,2022-05-30
41,2,21383,2022-04-27
120,4,3651,2019-12-16
293,1,40603,2022-08-10
291,1,35612,2020-10-16
191,3,42069,2020-10-31
210,3,89678,2022-10-14
30,3,61294,2019-11-20
77,1,28949,2021-09-05
117,4,23309,2021-10-17
252,1,33339,2019-04-09
288,3,91545,2021-06-24
277,2,99424,2022-07-02
189,4,82578,2019-11-19
312,2,48978,2022-12-07
178,1,17121,2019-07-09
275,4,99272,2021-10-25
73,4,69655,2018-06-17
183,4,59526,2019-02-09
63,1,49215,2018-07-06
198,4,87631,2020-12-11
266,1,51010,2021-09-23
147,2,75999,2019-09-02
80,1,73400,2020-09-27
162,4,17831,2022-11-14
271,1,81593,2021-07-17
81,4,35631,2022-03-12
257,2,93971,2020-04-05
29,3,97719,2021-12-29
34,2,99140,2018-06-24
112,1,80084,2021-01-30
170,4,13653,2020-04-25
203,1,54769,2022-01-13
269,3,62059,2022-02-13
211,3,102873,2022-03-24
121,3,43626,2019-01-25
198,4,31386,2022-08-11
256,3,101452,2021-05-08
78,1,62620,2019-04-07
140,3,64709,2022-09-29
278,4,23755,2023-04-11
62,1,77124,2022-04-25
224,3,18372,2019-11-12
312,2,11467,2020-06-30
241,4,78868,2022-10-22
269,3,97103,2021-06-06
3,2,45805,2020-10-08
255,1,13306,2020-05-13
147,2,68528,2022-01-13
10,1,83284,2020-08-26
233,3,89788,2019-06-28
213,2,74477,2021-03-24
170,4,88303,2022-04-22
217,1,63111,2020-06-18
183,4,97733,2022-07-03
27,1,56691,2018-11-04
117,4,100614,2022-07-14
121,3,54028,2020-08-13
260,4,94783,2019-02-20
141,1,1373,2020-11-18
174,3,89642,2021-08-29
78,1,38323,2019-04-08
282,1,57396,2022-07-16
42,4,40817,2019-09-12
244,1,70107,2022-01-28
191,3,66968,2019-04-11
191,3,43984,2022-01-06
128,3,100090,2021-02-14
303,2,66199,2020-08-11
67,3,73762,2019-06-07
191,3,101348,2022-01-19
29,3,69986,2023-01-15
114,4,40855,2019-08-27
325,2,86974,2021-03-23
286,4,37903,2022-08-21
324,2,58312,2021-10-06
95,3,53631,2022-12-17
142,4,49211,2022-05-24
64,1,44170,2018-08-26
90,3,4666,2022-06-25
221,2,78442,2021-08-05
37,2,37567,2021-10-17
165,2,5895,2021-11-30
245,3,36812,2019-02-04
206,1,36207,2022-06-18
230,3,75158,2018-07-12
7,3,44880,2022-04-05
54,1,58021,2018-05-29
287,3,15852,2021-05-14
224,3,16642,2019-04-09
230,3,24883,2022-09-02
310,3,19872,2021-12-08
297,3,93917,2022-04-28
130,4,58498,2019-11-26
142,4,95964,2021-10-18
146,2,326,2021-03-01
106,1,7742,2020-01-20
27,1,88510,2018-11-13
284,4,89645,2018-11-20
278,4,83764,2019-08-14
227,4,45117,2023-03-08
239,1,37189,2020-03-30
39,2,60578,2019-12-17
319,4,16249,2018-05-24
1,1,59455,2018-08-03
248,3,25077,2022-07-21
23,3,69638,2020-03-14
154,2,57937,2018-10-08
286,4,33718,2018-06-12
201,2,18480,2022-07-20
56,2,4065,2022-04-23
24,4,80644,2018-07-01
103,2,77262,2021-01-04
247,4,32621,2021-07-29
225,1,45833,2019-02-07
244,1,67134,2020-07-12
106,1,22395,2022-05-19
319,4,78208,2021-02-22
308,2,43193,2021-05-13
188,2,47407,2019-08-05
325,2,63710,2021-07-04
275,4,73879,2019-12-13
49,2,13138,2022-12-31
28,2,39423,2022-05-16
66,4,84555,2021-12-25
47,3,79612,2021-03-26
170,4,91760,2019-12-25
167,4,54862,2021-05-28
199,1,22524,2019-08-22
320,3,69692,2018-07-08
39,2,55784,2022-08-18
189,4,10972,2020-09-21
95,3,56475,2020-01-05
275,4,78909,2020-04-12
40,1,10817,2018-11-12
142,4,7050,2019-10-02
99,1,62814,2019-01-05
229,2,37836,2022-04-24
220,1,71642,2022-03-25
228,1,61829,2019-03-12
290,1,53240,2020-04-25
27,1,48301,2018-11-30
281,2,1195,2020-12-24
310,3,100195,2020-11-02
309,1,104190,2020-03-17
256,3,69196,2020-07-14
195,2,86293,2021-04-30
9,2,31152,2022-07-15
251,4,94093,2021-04-24
298,2,40545,2019-07-19
61,4,3457,2023-03-01
120,4,43381,2022-05-18
186,4,4273,2023-01-21
272,2,78665,2021-11-16
76,4,85202,2023-04-06
317,1,83085,2019-02-08
246,1,62813,2020-07-15
59,1,81298,2021-02-16
166,1,16728,2021-07-26
219,3,69119,2019-05-28
161,1,94785,2023-05-08
318,3,9652,2019-02-16
42,4,71195,2020-02-17
68,3,79632,2021-09-06
278,4,93476,2022-06-30
72,2,52280,2020-03-24
53,3,25400,2019-07-11
8,3,11401,2020-12-15
68,3,100247,2020-08-01
108,1,19626,2022-08-26
186,4,26254,2023-01-20
6,2,88451,2021-09-20
302,2,26106,2022-11-29
97,4,32795,2023-02-05
2,2,83758,2019-08-18
46,2,9551,2020-01-02
194,1,62165,2019-09-08
279,1,45724,2021-01-26
214,2,27760,2019-09-28
244,1,10003,2018-12-21
252,1,36555,2019-08-07
314,1,92566,2022-12-09
271,1,92970,2019-12-31
258,4,21089,2020-01-23
128,3,71008,2021-07-21
294,1,77808,2021-12-01
280,3,21980,2019-12-25
96,2,76504,2018-08-02
82,1,43449,2021-01-13
203,1,15699,2022-07-07
245,3,44113,2021-02-02
302,2,6985,2018-07-07
146,2,41991,2019-07-14
95,3,32193,2021-06-29
129,3,8426,2020-12-27
171,3,2905,2019-07-01
4,4,78552,2022-10-19
321,1,85933,2021-02-14
182,2,10669,2019-01-27
26,3,94030,2022-12-24
38,4,100195,2021-07-25
171,3,4287,2022-05-14
197,2,103843,2022-01-18
117,4,62428,2021-06-05
275,4,92563,2019-10-27
251,4,4808,2018-11-10
208,2,37127,2019-07-28
288,3,87918,2019-12-17
304,4,85116,2019-04-05
202,3,90933,2019-11-28
199,1,9135,2023-03-31
227,4,93701,2021-07-21
290,1,74308,2020-08-14
2,2,83410,2020-01-24
255,1,81100,2019-04-03
214,2,90458,2019-12-31
94,2,47645,2020-09-04
55,4,34483,2021-11-17
205,2,43496,2019-01-24
83,4,20368,2023-05-01
320,3,72925,2020-04-13
205,2,92525,2019-10-26
84,4,23233,2022-11-16
260,4,29040,2019-08-27
144,2,1472,2021-02-19
122,4,34548,2018-06-11
300,1,49125,2022-12-16
116,4,41722,2021-06-15
28,2,22848,2018-09-14
140,3,38877,2020-11-14
72,2,28182,2022-09-25
169,2,93000,2022-03-21
38,4,17579,2020-09-23
72,2,96461,2020-06-24
119,3,24127,2022-10-29
259,2,43206,2022-07-18
297,3,101964,2019-07-08
71,4,29824,2022-02-04
262,2,3936,2022-01-08
232,1,61590,2018-12-24
188,2,8819,2019-11-01
210,3,13042,2021-01-20
257,2,29118,2020-02-22
37,2,1374,2018-08-24
89,2,90880,2021-09-23
322,1,19663,2023-01-19
140,3,101164,2022-05-19
263,3,74721,2019-01-12
241,4,41859,2022-12-15
42,4,84888,2018-07-18
84,4,1094,2020-01-04
